"opcode","hex","direction","coverageStatus","decodeState","aliasCount","aliasOpcodes","modelCount","handlerCount","readableModelCount","writableModelCount","placeholderModeled","comment","modelTypes","modelPaths","handlerTypes","handlerPaths"
"ClientFriendshipIgnoreStrangersState","0x039E","Client","handled","named","1","ClientFriendshipIgnoreStrangersState","1","1","1","0","False","","ClientFriendshipIgnoreStrangersState","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipIgnoreStrangersState.cs","ClientFriendshipIgnoreStrangersStateHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAdditionalHandlers.cs"
"ServerFriendshipAccountInviteList","0x039F","Server","modeled","named","1","ServerFriendshipAccountInviteList","1","0","0","1","False","","ServerFriendshipAccountInviteList","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountInviteList.cs","",""
"ServerFriendshipAccountInviteRemove","0x03A0","Server","modeled","named","1","ServerFriendshipAccountInviteRemove","1","0","0","1","False","","ServerFriendshipAccountInviteRemove","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountInviteRemove.cs","",""
"ClientFriendshipAccountInviteResponse","0x03A1","Client","handled","named","1","ClientFriendshipAccountInviteResponse","1","1","1","0","False","","ClientFriendshipAccountInviteResponse","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipAccountInviteResponse.cs","ClientFriendshipAccountInviteResponseHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAccountInviteResponseHandler.cs"
"ClientFriendshipAccountInviteMarkSeen","0x03A2","Client","handled","named","1","ClientFriendshipAccountInviteMarkSeen","1","1","1","0","False","","ClientFriendshipAccountInviteMarkSeen","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipAccountInviteMarkSeen.cs","ClientFriendshipAccountInviteMarkedSeenHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAccountInviteMarkedSeenHandler.cs"
"ServerFriendshipAccountList","0x03A3","Server","modeled","named","1","ServerFriendshipAccountList","1","0","0","1","False","","ServerFriendshipAccountList","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountList.cs","",""
"ServerFriendshipAccountCharacterZoneChanged","0x03A4","Server","modeled","named","1","ServerFriendshipAccountCharacterZoneChanged","1","0","0","1","False","","ServerFriendshipAccountCharacterZoneChanged","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountCharacterZoneChanged.cs","",""
"ServerFriendshipIgnoreStrangersState","0x03A5","Server","modeled","named","1","ServerFriendshipIgnoreStrangersState","1","0","0","1","False","","ServerFriendshipIgnoreStrangersState","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipIgnoreStrangersState.cs","",""
"ServerFriendshipAccountPersonalStatus","0x03A6","Server","modeled","named","1","ServerFriendshipAccountPersonalStatus","1","0","0","1","False","","ServerFriendshipAccountPersonalStatus","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountPersonalStatus.cs","",""
"ClientFriendshipAccountPersonalPresenceChange","0x03A7","Client","handled","named","1","ClientFriendshipAccountPersonalPresenceChange","1","1","1","0","False","","ClientFriendshipAccountPersonalPresenceChange","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipAccountPersonalPresenceChange.cs","ClientFriendshipAccountPersonalPresenceChangeHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAccountPersonalPresenceChangeHandler.cs"
"ServerFriendshipAccountPresenceUpdate","0x03AA","Server","modeled","named","1","ServerFriendshipAccountPresenceUpdate","1","0","0","1","False","","ServerFriendshipAccountPresenceUpdate","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountPresenceUpdate.cs","",""
"ClientFriendshipAccountSetPublicNote","0x03AC","Client","handled","named","1","ClientFriendshipAccountSetPublicNote","1","1","1","0","False","","ClientFriendshipAccountSetPublicNote","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipAccountSetPublicNote.cs","ClientFriendshipAccountSetPublicNoteHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAccountSetPublicNoteHandler.cs"
"ServerFriendshipAccountPublicNote","0x03AD","Server","modeled","named","1","ServerFriendshipAccountPublicNote","1","0","0","1","False","","ServerFriendshipAccountPublicNote","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountPublicNote.cs","",""
"ServerFriendshipAccountPrivateNote","0x03AE","Server","modeled","named","1","ServerFriendshipAccountPrivateNote","1","0","0","1","False","","ServerFriendshipAccountPrivateNote","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountPrivateNote.cs","",""
"ClientFriendshipAccountRemove","0x03AF","Client","handled","named","1","ClientFriendshipAccountRemove","1","1","1","0","False","","ClientFriendshipAccountRemove","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipAccountRemove.cs","ClientFriendshipAccountRemoveHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAccountRemoveHandler.cs"
"ServerFriendshipAccountRemoved","0x03B0","Server","modeled","named","1","ServerFriendshipAccountRemoved","1","0","0","1","False","","ServerFriendshipAccountRemoved","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountRemoved.cs","",""
"ServerFriendshipAccountLastOnlineUpdate","0x03B1","Server","modeled","named","1","ServerFriendshipAccountLastOnlineUpdate","1","0","0","1","False","","ServerFriendshipAccountLastOnlineUpdate","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountLastOnlineUpdate.cs","",""
"ServerFriendshipAccountCharacterLevelUpdate","0x03B2","Server","modeled","named","1","ServerFriendshipAccountCharacterLevelUpdate","1","0","0","1","False","","ServerFriendshipAccountCharacterLevelUpdate","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAccountCharacterLevelUpdate.cs","",""
"ClientFriendshipAccountAddByIdentity","0x03B3","Client","handled","named","1","ClientFriendshipAccountAddByIdentity","1","1","1","1","False","","ClientFriendshipAddByIdentity","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipAddByIdentity.cs","ClientFriendshipAddByIdentityHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAddByIdentityHandler.cs"
"ClientFriendshipAddByName","0x03B4","Client","handled","named","1","ClientFriendshipAddByName","1","1","1","0","False","","ClientFriendshipAddByName","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipAddByName.cs","ClientFriendshipAddByNameHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAddByNameHandler.cs"
"ServerFriendshipAdd","0x03B5","Server","modeled","named","1","ServerFriendshipAdd","1","0","0","1","False","","ServerFriendshipAdd","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipAdd.cs","",""
"ClientFriendshipSetAutoResponseMessage","0x03B7","Client","handled","named","1","ClientFriendshipSetAutoResponseMessage","1","1","1","0","False","","ClientFriendshipSetAutoResponseMessage","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipSetAutoResponseMessage.cs","ClientFriendshipSetAutoResponseMessageHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAdditionalHandlers.cs"
"ServerFriendshipInviteList","0x03BA","Server","modeled","named","1","ServerFriendshipInviteList","1","0","0","1","False","","ServerFriendshipInviteList","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipInviteList.cs","",""
"ServerFriendshipInviteRemove","0x03BB","Server","modeled","named","1","ServerFriendshipInviteRemove","1","0","0","1","False","","ServerFriendshipInviteRemove","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipInviteRemove.cs","",""
"ClientFriendshipInviteResponse","0x03BC","Client","handled","named","1","ClientFriendshipInviteResponse","1","1","1","0","False","","ClientFriendshipInviteResponse","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipInviteResponse.cs","ClientFriendshipInviteResponseHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipInviteResponseHandler.cs"
"ClientFriendshipInviteMarkSeen","0x03BD","Client","handled","named","1","ClientFriendshipInviteMarkSeen","1","1","1","0","False","","ClientFriendshipInviteMarkSeen","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipInviteMarkSeen.cs","ClientFriendshipInviteMarkSeenHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipInviteMarkSeenHandler.cs"
"ServerFriendshipList","0x03BE","Server","modeled","named","1","ServerFriendshipList","1","0","0","1","False","","ServerFriendshipList","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipList.cs","",""
"ClientFriendshipGetLocations","0x03BF","Client","handled","named","1","ClientFriendshipGetLocations","1","1","1","0","False","","ClientFriendshipGetLocations","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipGetLocations.cs","ClientFriendshipGetLocationsHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipGetLocationsHandler.cs"
"ServerFriendshipLocationUpdate","0x03C0","Server","modeled","named","1","ServerFriendshipLocationUpdate","1","0","0","1","False","","ServerFriendshipLocationUpdate","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipLocationUpdate.cs","",""
"ClientFriendshipRemoveByIdentity","0x03C1","Client","handled","named","1","ClientFriendshipRemoveByIdentity","1","1","1","0","False","","ClientFriendshipRemoveByIdentity","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipRemoveByIdentity.cs","ClientFriendshipRemoveByIdentityHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipRemoveByIdentityHandler.cs"
"ClientFriendshipRemoveByName","0x03C2","Client","handled","named","1","ClientFriendshipRemoveByName","1","1","1","0","False","","ClientFriendshipRemoveByName","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipRemoveByName.cs","ClientFriendshipRemoveByNameHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAdditionalHandlers.cs"
"ServerFriendshipRemove","0x03C3","Server","modeled","named","1","ServerFriendshipRemove","1","0","0","1","False","","ServerFriendshipRemove","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipRemove.cs","",""
"ServerFriendshipResult","0x03C4","Server","modeled","named","1","ServerFriendshipResult","1","0","0","1","False","","ServerFriendshipResult","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipResult.cs","",""
"ServerFriendshipLevelUpdate","0x03C6","Server","modeled","named","1","ServerFriendshipLevelUpdate","1","0","0","1","False","","ServerFriendshipLevelUpdate","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipLevelUpdate.cs","",""
"ClientFriendshipSetNoteByIdentity","0x03C7","Client","handled","named","1","ClientFriendshipSetNoteByIdentity","1","1","1","0","False","","ClientFriendshipSetNoteByIdentity","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipSetNoteByIdentity.cs","ClientFriendshipSetNoteByIdentityHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipSetNoteByIdentityHandler.cs"
"ClientFriendshipSetNoteByName","0x03C8","Client","handled","named","1","ClientFriendshipSetNoteByName","1","1","1","0","False","","ClientFriendshipSetNoteByName","Source/NexusForever.Network.World/Message/Model/Friendship/ClientFriendshipSetNoteByName.cs","ClientFriendshipSetNoteByNameHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Friendship/ClientFriendshipAdditionalHandlers.cs"
"ServerFriendshipSetNote","0x03C9","Server","modeled","named","1","ServerFriendshipSetNote","1","0","0","1","False","","ServerFriendshipSetNote","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipSetNote.cs","",""
"ServerFriendshipLastOnlineUpdate","0x03CA","Server","modeled","named","1","ServerFriendshipLastOnlineUpdate","1","0","0","1","False","","ServerFriendshipLastOnlineUpdate","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipLastOnlineUpdate.cs","",""
"ServerFriendshipTypeUpdate","0x03CB","Server","modeled","named","1","ServerFriendshipTypeUpdate","1","0","0","1","False","","ServerFriendshipTypeUpdate","Source/NexusForever.Network.World/Message/Model/Friendship/ServerFriendshipTypeUpdate.cs","",""
"ClientFortuneFlipCard","0x03CD","Client","handled","named","1","ClientFortuneFlipCard","1","1","1","0","False","","ClientFortuneFlipCard","Source/NexusForever.Network.World/Message/Model/Fortune/ClientFortuneFlipCard.cs","ClientFortuneFlipCardHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Fortune/ClientFortuneFlipCardHandler.cs"
"ServerFortuneCardUpdate","0x03CF","Server","modeled","named","1","ServerFortuneCardUpdate","1","0","0","1","False","","ServerFortuneCardUpdate","Source/NexusForever.Network.World/Message/Model/Fortune/ServerFortuneCardUpdate.cs","",""
"ServerFortuneReset","0x03D0","Server","modeled","named","1","ServerFortuneReset","1","0","0","1","False","","ServerFortuneReset","Source/NexusForever.Network.World/Message/Model/Fortune/ServerFortuneReset.cs","",""
"ServerFortuneCards","0x03D1","Server","modeled","named","1","ServerFortuneCards","1","0","0","1","False","","ServerFortuneCards","Source/NexusForever.Network.World/Message/Model/Fortune/ServerFortuneCards.cs","",""
"ServerFortuneRewards","0x03D2","Server","modeled","named","1","ServerFortuneRewards","1","0","0","1","False","","ServerFortuneRewards","Source/NexusForever.Network.World/Message/Model/Fortune/ServerFortuneRewards.cs","",""
"ClientFortuneNotifyStorefront","0x03D3","Client","handled","named","1","ClientFortuneNotifyStorefront","1","1","1","0","False","","ClientFortuneNotifyStorefront","Source/NexusForever.Network.World/Message/Model/Fortune/ClientFortuneNotifyStorefront.cs","ClientFortuneNotifyStorefrontHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Fortune/ClientFortuneNotifyStorefrontHandler.cs"
"ClientFortuneStart","0x03D4","Client","handled","named","1","ClientFortuneStart","1","1","1","0","False","","ClientFortuneStart","Source/NexusForever.Network.World/Message/Model/Fortune/ClientFortuneStart.cs","ClientFortuneStartHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Fortune/ClientFortuneStartHandler.cs"
"ServerRealmInfo","0x03DB","Server","modeled","named","1","ServerRealmInfo","1","0","0","1","False","","ServerRealmInfo","Source/NexusForever.Network.Auth/Message/Model/ServerRealmInfo.cs","",""
"ServerRealmEncrypted","0x03DC","Server","modeled","named","1","ServerRealmEncrypted","1","0","0","1","False","","ServerRealmEncrypted","Source/NexusForever.Network.World/Message/Model/ServerRealmEncrypted.cs","",""
"ClientCheat","0x03E0","Client","handled","named","1","ClientCheat","1","1","1","0","False","","ClientCheat","Source/NexusForever.Network.World/Message/Model/Utility/ClientCheat.cs","ClientCheatHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Cheat/ClientCheatHandler.cs"
